Time,Loop_Slip_Count,Altitude_BMP390,Temperature_BMP390,Acceleration_X_BNO085,Acceleration_Y_BNO085,Acceleration_Z_BNO085,Magnetic_X_BNO085,Magnetic_Y_BNO085,Magnetic_Z_BNO085,Gyro_X_BNO085,Gyro_Y_BNO085,Gyro_Z_BNO085,Quaternion_W_BNO085,Quaternion_X_BNO085,Quaternion_Y_BNO085,Quaternion_Z_BNO085,Acceleration_X_ICM20649,Acceleration_Y_ICM20649,Acceleration_Z_ICM20649,Gyro_X_ICM20649,Gyro_Y_ICM20649,Gyro_Z_ICM20649,Altitude_Errors_BMP390,Temperature_Errors_BMP390,Acceleration_Errors_BNO085,Magnetic_Errors_BNO085,Gyro_Errors_BNO085,Acceleration_Errors_ICM20649,Gyro_Errors_ICM20649
0.0,0,287.8232121688987,24.77238895953633,-0.18359375,0.4921875,9.68359375,28.0625,-5.625,-41.875,0.00390625,-0.09375,0.015625,0.019287109375,0.01470947265625,0.75567626953125,0.65447998046875,0.0383072265625,-0.5746083984375,10.256759912109374,0.02131699908396947,0.003730474839694657,0.01945176166412214,0,0,0,0,0,0,0
0.03333330154418945,0,287.2536466056949,24.790652718627825,0.203125,0.453125,9.71875,26.9375,-7.0625,-42.3125,0.00390625,-0.09375,0.015625,0.019287109375,0.01470947265625,0.75567626953125,0.65447998046875,0.05746083984375,-0.507570751953125,10.28549033203125,0.05275957273282444,-0.0005329249770992366,0.017053599267175572,0,0,0,0,0,0,0
0.0666666030883789,0,286.97508475156366,24.808916425565258,0.046875,0.4921875,9.72265625,26.9375,-7.0625,-42.3125,0.001953125,0.021484375,0.001953125,0.0194091796875,0.01458740234375,0.75701904296875,0.6529541015625,0.09576806640624999,-0.411802685546875,10.24718310546875,-0.01279019945038168,0.004263399816793893,0.01119142451908397,0,0,0,0,0,0,0
0.09999990463256836,0,287.453885831324,24.8180482594762,0.125,0.4921875,9.71875,26.9375,-7.0625,-42.75,0.0,0.017578125,0.001953125,0.0194091796875,0.01458740234375,0.75701904296875,0.6529541015625,0.1149216796875,-0.51714755859375,10.151415039062499,0.05249311024427481,0.00479632479389313,0.007727412167938932,0,0,0,0,0,0,0
0.1333332061767578,0,287.2661148922927,24.8180482594762,0.1640625,0.453125,9.71875,28.0625,-6.3125,-43.5625,0.0,0.017578125,0.001953125,0.0196533203125,0.01446533203125,0.75860595703125,0.651123046875,0.086191259765625,-0.17238251953125,10.199299072265624,-0.0021316999083969466,0.002931087374045802,0.010658499541984735,0,0,0,0,0,0,0
0.16666650772094727,0,287.841983026188,24.827180080348626,-0.02734375,0.453125,9.68359375,28.0625,-6.3125,-43.5625,-0.001953125,-0.021484375,0.001953125,0.01953125,0.01397705078125,0.760009765625,0.6494140625,0.086191259765625,-0.430956298828125,10.189722265624999,-0.017053599267175572,0.00985911207633588,0.007727412167938932,0,0,0,0,0,0,0
0.19999980926513672,0,286.9844650988247,24.836311888182536,0.125,0.453125,9.68359375,27.3125,-8.125,-42.3125,-0.005859375,-0.056640625,0.00390625,0.01953125,0.01397705078125,0.760009765625,0.6494140625,0.0383072265625,-0.45968671875,10.32379755859375,-0.07780704665648856,0.004529862305343512,0.015721286824427482,0,0,0,0,0,0,0
0.23333311080932617,0,287.17851503283214,24.827180080348626,0.0078125,0.453125,9.71875,26.5625,-6.6875,-42.3125,-0.005859375,-0.056640625,0.00390625,0.01995849609375,0.01361083984375,0.76104736328125,0.64825439453125,0.076614453125,-0.842758984375,10.256759912109374,-0.017053599267175572,0.007460949679389314,0.007460949679389314,0,0,0,0,0,0,0
0.2666664123535156,0,287.18166873606697,24.836311888182536,0.35546875,0.4140625,9.72265625,26.5625,-6.6875,-42.3125,0.0,0.0234375,-0.001953125,0.02069091796875,0.0130615234375,0.76275634765625,0.64617919921875,0.028730419921875,-0.5746083984375,10.218452685546874,0.15987749312977098,-0.00319754986259542,0.007460949679389314,0,0,0,0,0,0,0
0.2999997138977051,0,286.608944388562,24.840877787210047,0.39453125,0.4140625,9.71875,27.3125,-7.0625,-43.5625,-0.001953125,0.033203125,0.001953125,0.02069091796875,0.0130615234375,0.76275634765625,0.64617919921875,0.09576806640624999,-0.39264907226562495,10.228029492187499,-0.04103522323664122,0.0053292497709923675,0.010924962030534353,0,0,0,0,0,0,0
